Name,Family,Size,Type,Align.,AC,HP,Speeds,STR,DEX,CON,INT,WIS,CHA,Sav. throws,Skills,Weaknesses,Resistances,Damage Immunities,Condition Immunities,Senses,Languages,CR,Features,Source
Yuan-Ti Anathema,,Huge,monstrosity (yuan-ti),neutral evil,16,189,"40 ft., climb 30 ft., swim 30 ft.",23,13,19,19,17,20,,"Perception, Stealth",,"acid, fire, lightning",poison,poisoned,"blindsight 30 ft., darkvision 60 ft.","Abyssal, Common, Draconic",12,"Innate Spellcasting, Magic Resistance, Ophidiophobia Aura, Shapechanger, Six Heads",Volo's Guide to Monsters
Yuan-Ti Broodguard,,Medium,humanoid (yuan-ti),neutral evil,14,45,30 ft.,15,14,14,6,11,4,"Str, Dex, Wis",Perception,,,poison,poisoned,darkvision 60 ft.,"Abyssal, Common, Draconic",2,"Mental Resistance, Reckless",Volo's Guide to Monsters
Yuan-Ti Malison,,Medium,monstrosity,neutral evil,12,66,30 ft.,16,14,13,14,12,16,,"Deception, Stealth",,,poison,poisoned,darkvision 60 ft.,"Abyssal, Common, Draconic",3,"Shapechanger, Innate Spellcasting, Magic Resistance, Malison Type",Monster Manual
Yuan-Ti Mind Whisperer,,Medium,monstrosity (yuan-ti),neutral evil,14,71,30 ft.,16,14,13,14,12,16,"Wis, Cha","Deception, Stealth",,,poison,poisoned,darkvision 120 ft.,"Abyssal, Common, Draconic",4,"Shapechanger, Innate Spellcasting, Magic Resistance, Mind Fangs, Normal Spellcasting, Sseth's Blessing",Volo's Guide to Monsters
Yuan-Ti Nightmare Speaker,,Medium,monstrosity (yuan-ti),neutral evil,14,71,30 ft.,16,14,13,14,12,16,"Wis, Cha","Deception, Stealth",,,poison,poisoned,darkvision 120 ft.,"Abyssal, Common, Draconic",4,"Shapechanger, Death Fangs, Innate Spellcasting, Magic Resistance, Normal Spellcasting",Volo's Guide to Monsters
Yuan-Ti Pit Master,,Medium,monstrosity (yuan-ti),neutral evil,14,88,30 ft.,16,14,13,14,12,16,"Wis, Cha","Deception, Stealth",,,poison,poisoned,darkvision 120 ft.,"Abyssal, Common, Draconic",5,"Shapechanger, Innate Spellcasting, Magic Resistance, Poison's Disciple, Normal Spellcasting",Volo's Guide to Monsters
Yuan-Ti Pureblood,,Medium,monstrosity,neutral evil,11,40,30 ft.,11,12,11,13,12,14,,"Deception, Perception, Stealth",,,poison,poisoned,darkvision 60 ft.,"Abyssal, Common, Draconic",1,"Innate Spellcasting, Magic Resistance",Monster Manual
Arcanaloth,Yugoloth,Medium,fiend,neutral evil,17,104,"30 ft., fly 30 ft.",17,12,14,20,16,17,"Dex, Int, Wis, Cha","Arcana, Deception, Insight, Perception",,"cold, fire, lightning, nonmagical","acid, poison","charmed, poisoned",truesight 120 ft.,"All, telepathy 120",12,"Innate Spellcasting, Magic Resistance, Magic Weapons, Normal Spellcasting",Monster Manual
Canoloth,Yugoloth,Medium,fiend (yugoloth),neutral evil,16,120,50 ft.,18,10,17,5,17,12,,"Investigation, Perception",,"cold, fire, lightning, nonmagical","acid, poison",poisoned,"darkvision 60 ft., truesight 120 ft.","Abyssal, Infernal, telepathy 60",8,"Dimensional Lock, Magic Resistance, Magic Weapons, Uncanny Senses",Mordenkainen's Tome of Foes
Dhergoloth,Yugoloth,Medium,fiend (yugoloth),neutral evil,15,119,30 ft.,17,10,19,7,10,9,Str,,,"cold, fire, lightning, nonmagical","acid, poison",poisoned,"blindsight 60 ft., darkvision 60 ft.","Abyssal, Infernal, telepathy 60",7,"Innate Spellcasting, Magic Resistance, Magic Weapons",Mordenkainen's Tome of Foes
Hydroloth,Yugoloth,Medium,fiend (yugoloth),neutral evil,15,135,"20 ft., swim 40 ft.",12,21,16,19,10,14,,"Insight, Perception",fire,"cold, lightning, nonmagical","acid, poison",poisoned,"blindsight 60 ft., darkvision 60 ft.","Abyssal, Infernal, telepathy 60",9,"Amphibious, Innate Spellcasting, Magic Resistance, Magic Weapons, Secure Memory, Watery Advantage",Mordenkainen's Tome of Foes
Merrenoloth,Yugoloth,Medium,fiend (yugoloth),neutral evil,13,40,"30 ft., swim 40 ft.",8,17,10,17,14,11,"Dex, Int","History, Nature, Perception, Survival",,"cold, fire, lightning, nonmagical","acid, poison",poisoned,"blindsight 60 ft., darkvision 60 ft.","Abyssal, Infernal, telepathy 60",3,"Innate Spellcasting, Magic Resistance, Magic Weapons, Teleport, Lair",Mordenkainen's Tome of Foes
Mezzoloth,Yugoloth,Medium,fiend,neutral evil,18,75,40 ft.,18,11,16,7,10,11,,Perception,,"cold, fire, lightning, nonmagical","acid, poison",poisoned,"blindsight 60 ft., darkvision 60 ft.","Abyssal, Infernal, telepathy 60",5,"Innate Spellcasting, Magic Resistance, Magic Weapons",Monster Manual
Nycaloth,Yugoloth,Large,fiend,neutral evil,18,123,"40 ft., fly 60 ft.",20,11,19,12,10,15,,"Intimidation, Perception, Stealth",,"cold, fire, lightning, nonmagical","acid, poison",poisoned,"blindsight 60 ft., darkvision 60 ft.","Abyssal, Infernal, telepathy 60",9,"Innate Spellcasting, Magic Resistance, Magic Weapons",Monster Manual
Oinoloth,Yugoloth,Medium,fiend (yugoloth),neutral evil,17,126,40 ft.,19,17,18,17,16,19,"Con, Wis","Deception, Intimidation, Perception",,"cold, fire, lightning, nonmagical","acid, poison",poisoned,"blindsight 60 ft., darkvision 60 ft.","Abyssal, Infernal, telepathy 60",12,"Bringer of Plagues, Innate Spellcasting, Magic Resistance, Magic Weapons",Mordenkainen's Tome of Foes
Ultroloth,Yugoloth,Medium,fiend,neutral evil,19,153,"30 ft., fly 60 ft.",16,16,18,18,15,19,,"Intimidation, Perception, Stealth",,"cold, fire, lightning, nonmagical","acid, poison","charmed, frightened, poisoned",truesight 120 ft.,"Abyssal, Infernal, telepathy 120",13,"Innate Spellcasting, Magic Resistance, Magic Weapons",Monster Manual
Yagnoloth,Yugoloth,Large,fiend (yugoloth),neutral evil,17,147,40 ft.,19,14,21,16,15,18,"Dex, Int, Wis, Cha","Deception, Insight, Perception, Persuasion",,"cold, fire, lightning, nonmagical","acid, poison",poisoned,"blindsight 60 ft., darkvision 60 ft.","Abyssal, Infernal telepathy 60",11,"Innate Spellcasting, Magic Resistance, Magic Weapons",Mordenkainen's Tome of Foes
Zombie,,Medium,undead,neutral evil,8,22,20 ft.,13,6,16,3,6,5,Wis,,,,poison,poisoned,darkvision 60 ft.,Any,4-Jan,Undead Fortitude,Monster Manual
Zombie Ankylosaurus,Zombie,Huge,undead,unaligned,14,68,20 ft.,19,9,15,2,6,3,,,,,poison,poisoned,darkvision 60 ft.,,3,Undead Fortitude,Tomb of Annihilation
Zombie Beholder,Zombie,Large,undead,neutral evil,15,93,fly 20 ft.,10,8,16,3,8,5,Wis,,,,poison,poisoned,darkvision 60 ft.,"Deep Speech, Undercommon",5,Undead Fortitude,Monster Manual
Zombie Girallon,Zombie,Large,undead,chotic evil,11,59,"30 ft., climb 30 ft.",18,12,16,3,7,5,,,,,poison,poisoned,darkvision 60 ft.,,3,"Aggressive, Undead Fortitude",Tomb of Annihilation
Zombie Greater,Zombie,Medium,undead,neutral evil,15,97,30 ft.,18,10,17,4,6,6,Wis,,,"cold, necrotic",poison,"charmed, exhaustion, frightened, paralyzed, poisoned",darkvision 60 ft.,Any,5,"Turn Resistance, Undead Fortitude",Tales from the Yawning Portal
Zombie Ogre,Zombie,Large,undead,neutral evil,8,93,30 ft.,19,6,18,3,6,5,Wis,,,,poison,poisoned,darkvision 60 ft.,"Common, Giant",2,Undead Fortitude,Monster Manual
Zombie Strahd,Zombie,Medium,undead,unaligned,8,30,20 ft.,13,6,16,3,6,5,Wis,,,,,,darkvision 60 ft.,Any,1,Loathsome Limbs,Curse of Strahd
Zombie Tyrannosaurus,Zombie,Huge,undead,unaligned,11,136,40 ft.,25,6,19,1,3,5,,,,,poison,poisoned,darkvision 60 ft.,,8,"Disgorge Zombie, Undead Fortitude",Tomb of Annihilation
Zorbo,,Small,monstrosity,unaligned,10,27,"30 ft., climb 30 ft.",13,11,13,3,12,7,,Athletics,,,,,,,2-Jan,"Magic Resistance, Natural Armor",Tomb of Annihilation
Bridesmaid of Zuggtmoy,Zuggtmoy,Medium,plant,chotic evil,13,22,20 ft.,14,11,11,14,8,18,,,,,,,darkvision 60 ft.,Abyssal,8-Jan,Fungus Stride,Out of the Abyss
Chamberlain of Zuggtmoy,Zuggtmoy,Large,plant,chotic evil,13,45,20 ft.,17,7,14,11,8,12,,,,"bludgeoning, piercing",,,darkvision 60 ft.,"Abyssal, Undercommon",2,"Mushroom Portal, Poison Spores",Out of the Abyss
